0,1,2,3,4,5
3.8386596014857144,4.536595811088893,0.5184682271004898,0.5184682271004898,0.5184682271004898,0.5184682271004898
4.1585471034471855,4.752625825768738,1.0396377486228698,1.0396377486228698,1.0396377486228698,1.0396377486228698
4.86854443179705,3.070928624248544,5.5447310084645824,4.9902689754977825,3.992207211523107,4.435770049680622
2.1933788035381836,13.91180472277946,3.6964873389763904,1.6916123095244544,4.752625825768738,3.992207211523107
4.642100977765729,4.435783822962545,3.44155415078963,3.6964887053787585,3.76623719008576,6.883117777028282
4.43578579058123,3.1684182210662417,4.536606101463012,3.564465134184289,5.118204943162338,4.339354911498854
4.339354911498855,4.339354911498858,4.43578579058123,4.158540186053086,3.8386684426905986,4.8685491723466425
3.383225763670177,4.158547103447187,4.158552291507862,4.8685491723466425,4.247023898003471,5.118204943162338
3.0709276811885715,3.0709314534319345,3.441558888514143,5.54471256210078,4.247023898003471,4.752625825768738
3.992207211523107,6.048798073578787,3.168414205521723,4.868549172346639,6.048801732376821,3.838653707371749
4.990259014403883,3.8386596014857153,3.3832280529150403,5.394878102729267,3.992207211523107,4.33933608157952
3.6292792832028247,4.339353028499569,4.752623567024587,3.168417217179157,6.23783621937223,4.990244072837598
4.868544431797047,4.339354911498858,3.913921898471299,3.8386684426905986,4.435789725823841,4.642094513044285
4.1585488327993065,4.247029309173965,3.8386581279555267,5.703172674959081,4.435770049680626,3.8386684426905986
5.544727934062095,2.016267244125605,5.118204943162334,4.990268975497779,0.8530356125307518,2.6614643909371845
6.048798073578787,2.0368399161962585,4.99026150467363,6.048801732376815,0.9327583810672435,2.294372592342762
5.3948722817935995,4.868544431797048,5.394875192259867,3.3832223298086923,3.992207211523107,3.50194007480144
4.752625825768736,3.9139280259947435,4.435777920116963,3.383224619048907,4.536608159543441,5.252900914530047
4.339354911498857,5.703149906724982,3.6292766488711146,4.435789725823838,4.339354911498854,5.118204943162338
3.9139264941120846,4.07368149187993,4.073679832392516,6.048801732376821,5.54471256210078,3.1684272560786284
4.247029309173967,4.868544431797048,4.073674853938388,4.642116062185787,4.339354911498857,4.073668216018478
4.43578579058123,3.766230097827826,3.9922040239819694,4.8685491723466425,4.642094513044285,4.868549172346635
3.6964873389763904,4.642100977765731,3.9139341535373746,4.339354911498854,4.752625825768738,4.536587578823208
4.868544431797048,4.073679832392516,4.247036524089404,4.073668216018478,3.913924962230621,3.913924962230628
4.073679832392519,4.158547103447185,4.868544431797048,3.629276648871113,4.073684810858815,4.073684810858815
4.53659786915998,3.8386596014857144,4.536595811088893,4.4357897258238355,4.2470238980034765,4.2470238980034765
3.6964873389763904,4.868546802070692,6.2378245462138615,4.642094513044285,1.865518502212505,3.6964887053787585
3.168418221066242,5.118212801980955,2.9354419983080104,4.435789725823838,4.752625825768738,3.2723048479196306
5.171435678458747,5.483595549733198,4.990256524136623,4.990256524136623,4.990256524136623,4.990256524136623
4.642100977765727,4.868542061525713,5.2529064331294535,5.2529064331294535,5.2529064331294535,5.2529064331294535
4.339354911498857,4.158547103447185,5.544743306108644,3.629276648871113,2.734384613070907,4.07368481085881
2.772365504232293,4.536595811088893,3.0709257950703646,4.642116062185787,3.6292766488711146,3.6292766488711146
